"variable","iteration","chain","mean"
"smoke","6","Chain 19",1.94339622641509
"cycle","6","Chain 19",NA
"stratum","6","Chain 19",NA
"psu","6","Chain 19",NA
"logweight","6","Chain 19",NA
"ra","7","Chain 19",NA
"asthma_aux","7","Chain 19",NA
"age1","7","Chain 19",NA
"age2","7","Chain 19",NA
"age3","7","Chain 19",NA
"sex","7","Chain 19",NA
"race","7","Chain 19",NA
"education","7","Chain 19",1.22093023255814
"pir","7","Chain 19",3.94246094585919
"smoke","7","Chain 19",2.24528301886792
"cycle","7","Chain 19",NA
"stratum","7","Chain 19",NA
"psu","7","Chain 19",NA
"logweight","7","Chain 19",NA
"ra","8","Chain 19",NA
"asthma_aux","8","Chain 19",NA
"age1","8","Chain 19",NA
"age2","8","Chain 19",NA
"age3","8","Chain 19",NA
"sex","8","Chain 19",NA
"race","8","Chain 19",NA
"education","8","Chain 19",1.23255813953488
"pir","8","Chain 19",4.79392253370426
"smoke","8","Chain 19",1
"cycle","8","Chain 19",NA
"stratum","8","Chain 19",NA
"psu","8","Chain 19",NA
"logweight","8","Chain 19",NA
"ra","9","Chain 19",NA
"asthma_aux","9","Chain 19",NA
"age1","9","Chain 19",NA
"age2","9","Chain 19",NA
"age3","9","Chain 19",NA
"sex","9","Chain 19",NA
"race","9","Chain 19",NA
"education","9","Chain 19",2.15116279069767
"pir","9","Chain 19",4.79435052428847
"smoke","9","Chain 19",1.88679245283019
"cycle","9","Chain 19",NA
"stratum","9","Chain 19",NA
"psu","9","Chain 19",NA
"logweight","9","Chain 19",NA
"ra","10","Chain 19",NA
"asthma_aux","10","Chain 19",NA
"age1","10","Chain 19",NA
"age2","10","Chain 19",NA
"age3","10","Chain 19",NA
"sex","10","Chain 19",NA
"race","10","Chain 19",NA
"education","10","Chain 19",5
"pir","10","Chain 19",0.779576289321645
"smoke","10","Chain 19",1
"cycle","10","Chain 19",NA
"stratum","10","Chain 19",NA
"psu","10","Chain 19",NA
"logweight","10","Chain 19",NA
"ra","1","Chain 20",NA
"asthma_aux","1","Chain 20",NA
"age1","1","Chain 20",NA
"age2","1","Chain 20",NA
"age3","1","Chain 20",NA
"sex","1","Chain 20",NA
"race","1","Chain 20",NA
"education","1","Chain 20",1
"pir","1","Chain 20",0.774596618874392
"smoke","1","Chain 20",2.07547169811321
"cycle","1","Chain 20",NA
"stratum","1","Chain 20",NA
"psu","1","Chain 20",NA
"logweight","1","Chain 20",NA
"ra","2","Chain 20",NA
"asthma_aux","2","Chain 20",NA
"age1","2","Chain 20",NA
"age2","2","Chain 20",NA
"age3","2","Chain 20",NA
"sex","2","Chain 20",NA
"race","2","Chain 20",NA
"education","2","Chain 20",3.40697674418605
"pir","2","Chain 20",4.46941579285255
"smoke","2","Chain 20",1
"cycle","2","Chain 20",NA
"stratum","2","Chain 20",NA
"psu","2","Chain 20",NA
"logweight","2","Chain 20",NA
"ra","3","Chain 20",NA
"asthma_aux","3","Chain 20",NA
"age1","3","Chain 20",NA
"age2","3","Chain 20",NA
"age3","3","Chain 20",NA
"sex","3","Chain 20",NA
"race","3","Chain 20",NA
"education","3","Chain 20",5
"pir","3","Chain 20",0.856967686710902
"smoke","3","Chain 20",2.0377358490566
"cycle","3","Chain 20",NA
"stratum","3","Chain 20",NA
"psu","3","Chain 20",NA
"logweight","3","Chain 20",NA
"ra","4","Chain 20",NA
"asthma_aux","4","Chain 20",NA
"age1","4","Chain 20",NA
"age2","4","Chain 20",NA
"age3","4","Chain 20",NA
"sex","4","Chain 20",NA
"race","4","Chain 20",NA
"education","4","Chain 20",1
"pir","4","Chain 20",0.777395677295108
"smoke","4","Chain 20",1.13207547169811
"cycle","4","Chain 20",NA
"stratum","4","Chain 20",NA
"psu","4","Chain 20",NA
"logweight","4","Chain 20",NA
"ra","5","Chain 20",NA
"asthma_aux","5","Chain 20",NA
"age1","5","Chain 20",NA
"age2","5","Chain 20",NA
"age3","5","Chain 20",NA
"sex","5","Chain 20",NA
"race","5","Chain 20",NA
"education","5","Chain 20",1.19767441860465
"pir","5","Chain 20",0.781155574577368
"smoke","5","Chain 20",1
"cycle","5","Chain 20",NA
"stratum","5","Chain 20",NA
"psu","5","Chain 20",NA
"logweight","5","Chain 20",NA
"ra","6","Chain 20",NA
"asthma_aux","6","Chain 20",NA
"age1","6","Chain 20",NA
"age2","6","Chain 20",NA
"age3","6","Chain 20",NA
"sex","6","Chain 20",NA
"race","6","Chain 20",NA
"education","6","Chain 20",1
"pir","6","Chain 20",0.76457307939226
"smoke","6","Chain 20",1.84905660377358
"cycle","6","Chain 20",NA
"stratum","6","Chain 20",NA
"psu","6","Chain 20",NA
"logweight","6","Chain 20",NA
"ra","7","Chain 20",NA
"asthma_aux","7","Chain 20",NA
"age1","7","Chain 20",NA
"age2","7","Chain 20",NA
"age3","7","Chain 20",NA
"sex","7","Chain 20",NA
"race","7","Chain 20",NA
"education","7","Chain 20",4.6046511627907
"pir","7","Chain 20",0.7603145730794
"smoke","7","Chain 20",1.88679245283019
"cycle","7","Chain 20",NA
"stratum","7","Chain 20",NA
"psu","7","Chain 20",NA
"logweight","7","Chain 20",NA
"ra","8","Chain 20",NA
"asthma_aux","8","Chain 20",NA
"age1","8","Chain 20",NA
"age2","8","Chain 20",NA
"age3","8","Chain 20",NA
"sex","8","Chain 20",NA
"race","8","Chain 20",NA
"education","8","Chain 20",1.16279069767442
"pir","8","Chain 20",0.783244168628301
"smoke","8","Chain 20",1
"cycle","8","Chain 20",NA
"stratum","8","Chain 20",NA
"psu","8","Chain 20",NA
"logweight","8","Chain 20",NA
"ra","9","Chain 20",NA
"asthma_aux","9","Chain 20",NA
"age1","9","Chain 20",NA
"age2","9","Chain 20",NA
"age3","9","Chain 20",NA
"sex","9","Chain 20",NA
"race","9","Chain 20",NA
"education","9","Chain 20",1.23255813953488
"pir","9","Chain 20",0.775700834581649
"smoke","9","Chain 20",1.9622641509434
"cycle","9","Chain 20",NA
"stratum","9","Chain 20",NA
"psu","9","Chain 20",NA
"logweight","9","Chain 20",NA
"ra","10","Chain 20",NA
"asthma_aux","10","Chain 20",NA
"age1","10","Chain 20",NA
"age2","10","Chain 20",NA
"age3","10","Chain 20",NA
"sex","10","Chain 20",NA
"race","10","Chain 20",NA
"education","10","Chain 20",1
"pir","10","Chain 20",0.776227263000223
"smoke","10","Chain 20",1.75471698113208
"cycle","10","Chain 20",NA
"stratum","10","Chain 20",NA
"psu","10","Chain 20",NA
"logweight","10","Chain 20",NA
"ra","1","Chain 21",NA
"asthma_aux","1","Chain 21",NA
"age1","1","Chain 21",NA
"age2","1","Chain 21",NA
"age3","1","Chain 21",NA
"sex","1","Chain 21",NA
"race","1","Chain 21",NA
"education","1","Chain 21",5
"pir","1","Chain 21",4.7904986090306
"smoke","1","Chain 21",1
"cycle","1","Chain 21",NA
"stratum","1","Chain 21",NA
"psu","1","Chain 21",NA
"logweight","1","Chain 21",NA
"ra","2","Chain 21",NA
"asthma_aux","2","Chain 21",NA
"age1","2","Chain 21",NA
"age2","2","Chain 21",NA
"age3","2","Chain 21",NA
"sex","2","Chain 21",NA
"race","2","Chain 21",NA
"education","2","Chain 21",5
"pir","2","Chain 21",0.780453670019271
"smoke","2","Chain 21",1.92452830188679
"cycle","2","Chain 21",NA
"stratum","2","Chain 21",NA
"psu","2","Chain 21",NA
"logweight","2","Chain 21",NA
"ra","3","Chain 21",NA
"asthma_aux","3","Chain 21",NA
"age1","3","Chain 21",NA
"age2","3","Chain 21",NA
"age3","3","Chain 21",NA
"sex","3","Chain 21",NA
"race","3","Chain 21",NA
"education","3","Chain 21",1
"pir","3","Chain 21",3.36427562593623
"smoke","3","Chain 21",1.56603773584906
"cycle","3","Chain 21",NA
"stratum","3","Chain 21",NA
"psu","3","Chain 21",NA
"logweight","3","Chain 21",NA
"ra","4","Chain 21",NA
"asthma_aux","4","Chain 21",NA
"age1","4","Chain 21",NA
"age2","4","Chain 21",NA
"age3","4","Chain 21",NA
"sex","4","Chain 21",NA
"race","4","Chain 21",NA
"education","4","Chain 21",4.67441860465116
"pir","4","Chain 21",4.79927241600685
"smoke","4","Chain 21",1.71698113207547
"cycle","4","Chain 21",NA
"stratum","4","Chain 21",NA
"psu","4","Chain 21",NA
"logweight","4","Chain 21",NA
"ra","5","Chain 21",NA
"asthma_aux","5","Chain 21",NA
"age1","5","Chain 21",NA
"age2","5","Chain 21",NA
"age3","5","Chain 21",NA
"sex","5","Chain 21",NA
"race","5","Chain 21",NA
"education","5","Chain 21",5
"pir","5","Chain 21",0.781457307939235
"smoke","5","Chain 21",1
"cycle","5","Chain 21",NA
"stratum","5","Chain 21",NA
"psu","5","Chain 21",NA
"logweight","5","Chain 21",NA
"ra","6","Chain 21",NA
"asthma_aux","6","Chain 21",NA
"age1","6","Chain 21",NA
"age2","6","Chain 21",NA
"age3","6","Chain 21",NA
"sex","6","Chain 21",NA
"race","6","Chain 21",NA
"education","6","Chain 21",1
"pir","6","Chain 21",0.778716028247388
"smoke","6","Chain 21",1
"cycle","6","Chain 21",NA
"stratum","6","Chain 21",NA
"psu","6","Chain 21",NA
"logweight","6","Chain 21",NA
"ra","7","Chain 21",NA
"asthma_aux","7","Chain 21",NA
"age1","7","Chain 21",NA
"age2","7","Chain 21",NA
"age3","7","Chain 21",NA
"sex","7","Chain 21",NA
"race","7","Chain 21",NA
"education","7","Chain 21",1.40697674418605
"pir","7","Chain 21",4.79756045367002
"smoke","7","Chain 21",1
"cycle","7","Chain 21",NA
"stratum","7","Chain 21",NA
"psu","7","Chain 21",NA
"logweight","7","Chain 21",NA
"ra","8","Chain 21",NA
"asthma_aux","8","Chain 21",NA
"age1","8","Chain 21",NA
"age2","8","Chain 21",NA
"age3","8","Chain 21",NA
"sex","8","Chain 21",NA
"race","8","Chain 21",NA
"education","8","Chain 21",4.97674418604651
"pir","8","Chain 21",4.63577573293388
"smoke","8","Chain 21",1.75471698113208
"cycle","8","Chain 21",NA
"stratum","8","Chain 21",NA
"psu","8","Chain 21",NA
"logweight","8","Chain 21",NA
"ra","9","Chain 21",NA
"asthma_aux","9","Chain 21",NA
"age1","9","Chain 21",NA
"age2","9","Chain 21",NA
"age3","9","Chain 21",NA
"sex","9","Chain 21",NA
"race","9","Chain 21",NA
"education","9","Chain 21",2.12790697674419
"pir","9","Chain 21",4.81168414294886
"smoke","9","Chain 21",1
"cycle","9","Chain 21",NA
"stratum","9","Chain 21",NA
"psu","9","Chain 21",NA
"logweight","9","Chain 21",NA
"ra","10","Chain 21",NA
"asthma_aux","10","Chain 21",NA
"age1","10","Chain 21",NA
"age2","10","Chain 21",NA
"age3","10","Chain 21",NA
"sex","10","Chain 21",NA
"race","10","Chain 21",NA
"education","10","Chain 21",5
"pir","10","Chain 21",4.80783222769099
"smoke","10","Chain 21",1
"cycle","10","Chain 21",NA
"stratum","10","Chain 21",NA
"psu","10","Chain 21",NA
"logweight","10","Chain 21",NA
"ra","1","Chain 22",NA
"asthma_aux","1","Chain 22",NA
"age1","1","Chain 22",NA
"age2","1","Chain 22",NA
"age3","1","Chain 22",NA
"sex","1","Chain 22",NA
"race","1","Chain 22",NA
"education","1","Chain 22",5
"pir","1","Chain 22",0.77167344318426
"smoke","1","Chain 22",1.94339622641509
"cycle","1","Chain 22",NA
"stratum","1","Chain 22",NA
"psu","1","Chain 22",NA
"logweight","1","Chain 22",NA
"ra","2","Chain 22",NA
"asthma_aux","2","Chain 22",NA
"age1","2","Chain 22",NA
"age2","2","Chain 22",NA
"age3","2","Chain 22",NA
"sex","2","Chain 22",NA
"race","2","Chain 22",NA
"education","2","Chain 22",5
"pir","2","Chain 22",0.770047078964273
"smoke","2","Chain 22",1
"cycle","2","Chain 22",NA
"stratum","2","Chain 22",NA
"psu","2","Chain 22",NA
"logweight","2","Chain 22",NA
"ra","3","Chain 22",NA
"asthma_aux","3","Chain 22",NA
"age1","3","Chain 22",NA
"age2","3","Chain 22",NA
"age3","3","Chain 22",NA
"sex","3","Chain 22",NA
"race","3","Chain 22",NA
"education","3","Chain 22",5
"pir","3","Chain 22",4.78835865610957
"smoke","3","Chain 22",1
"cycle","3","Chain 22",NA
"stratum","3","Chain 22",NA
"psu","3","Chain 22",NA
"logweight","3","Chain 22",NA
"ra","4","Chain 22",NA
"asthma_aux","4","Chain 22",NA
"age1","4","Chain 22",NA
"age2","4","Chain 22",NA
"age3","4","Chain 22",NA
"sex","4","Chain 22",NA
"race","4","Chain 22",NA
"education","4","Chain 22",1.7906976744186
"pir","4","Chain 22",0.770455809972191
"smoke","4","Chain 22",2.09433962264151
"cycle","4","Chain 22",NA
"stratum","4","Chain 22",NA
"psu","4","Chain 22",NA
"logweight","4","Chain 22",NA
"ra","5","Chain 22",NA
"asthma_aux","5","Chain 22",NA
"age1","5","Chain 22",NA
"age2","5","Chain 22",NA
"age3","5","Chain 22",NA
"sex","5","Chain 22",NA
"race","5","Chain 22",NA
"education","5","Chain 22",1
"pir","5","Chain 22",4.79499251016478
"smoke","5","Chain 22",1.75471698113208
"cycle","5","Chain 22",NA
"stratum","5","Chain 22",NA
"psu","5","Chain 22",NA
"logweight","5","Chain 22",NA
"ra","6","Chain 22",NA
"asthma_aux","6","Chain 22",NA
"age1","6","Chain 22",NA
"age2","6","Chain 22",NA
"age3","6","Chain 22",NA
"sex","6","Chain 22",NA
"race","6","Chain 22",NA
"education","6","Chain 22",5
"pir","6","Chain 22",4.74386047506955
"smoke","6","Chain 22",1
"cycle","6","Chain 22",NA
"stratum","6","Chain 22",NA
"psu","6","Chain 22",NA
"logweight","6","Chain 22",NA
"ra","7","Chain 22",NA
"asthma_aux","7","Chain 22",NA
"age1","7","Chain 22",NA
"age2","7","Chain 22",NA
"age3","7","Chain 22",NA
"sex","7","Chain 22",NA
"race","7","Chain 22",NA
"education","7","Chain 22",2.24418604651163
"pir","7","Chain 22",0.776942007275851
"smoke","7","Chain 22",2
"cycle","7","Chain 22",NA
"stratum","7","Chain 22",NA
"psu","7","Chain 22",NA
"logweight","7","Chain 22",NA
"ra","8","Chain 22",NA
"asthma_aux","8","Chain 22",NA
"age1","8","Chain 22",NA
"age2","8","Chain 22",NA
"age3","8","Chain 22",NA
"sex","8","Chain 22",NA
"race","8","Chain 22",NA
"education","8","Chain 22",1
"pir","8","Chain 22",4.8026963406805
"smoke","8","Chain 22",1.41509433962264
"cycle","8","Chain 22",NA
"stratum","8","Chain 22",NA
"psu","8","Chain 22",NA
"logweight","8","Chain 22",NA
"ra","9","Chain 22",NA
"asthma_aux","9","Chain 22",NA
"age1","9","Chain 22",NA
"age2","9","Chain 22",NA
"age3","9","Chain 22",NA
"sex","9","Chain 22",NA
"race","9","Chain 22",NA
"education","9","Chain 22",5
"pir","9","Chain 22",4.79542050074898
"smoke","9","Chain 22",1
"cycle","9","Chain 22",NA
"stratum","9","Chain 22",NA
"psu","9","Chain 22",NA
"logweight","9","Chain 22",NA
"ra","10","Chain 22",NA
"asthma_aux","10","Chain 22",NA
"age1","10","Chain 22",NA
"age2","10","Chain 22",NA
"age3","10","Chain 22",NA
"sex","10","Chain 22",NA
"race","10","Chain 22",NA
"education","10","Chain 22",1.81395348837209
"pir","10","Chain 22",0.766638133961062
"smoke","10","Chain 22",1
"cycle","10","Chain 22",NA
"stratum","10","Chain 22",NA
"psu","10","Chain 22",NA
"logweight","10","Chain 22",NA
"ra","1","Chain 23",NA
"asthma_aux","1","Chain 23",NA
"age1","1","Chain 23",NA
"age2","1","Chain 23",NA
"age3","1","Chain 23",NA
"sex","1","Chain 23",NA
"race","1","Chain 23",NA
"education","1","Chain 23",1
"pir","1","Chain 23",4.81361010057779
"smoke","1","Chain 23",1
"cycle","1","Chain 23",NA
"stratum","1","Chain 23",NA
"psu","1","Chain 23",NA
"logweight","1","Chain 23",NA
"ra","2","Chain 23",NA
"asthma_aux","2","Chain 23",NA
"age1","2","Chain 23",NA
"age2","2","Chain 23",NA
"age3","2","Chain 23",NA
"sex","2","Chain 23",NA
"race","2","Chain 23",NA
"education","2","Chain 23",1.84883720930233
"pir","2","Chain 23",0.760783222769108
"smoke","2","Chain 23",2.07547169811321
"cycle","2","Chain 23",NA
"stratum","2","Chain 23",NA
"psu","2","Chain 23",NA
"logweight","2","Chain 23",NA
"ra","3","Chain 23",NA
"asthma_aux","3","Chain 23",NA
"age1","3","Chain 23",NA
"age2","3","Chain 23",NA
"age3","3","Chain 23",NA
"sex","3","Chain 23",NA
"race","3","Chain 23",NA
"education","3","Chain 23",1
"pir","3","Chain 23",4.80215921249733
"smoke","3","Chain 23",1
"cycle","3","Chain 23",NA
"stratum","3","Chain 23",NA
"psu","3","Chain 23",NA
"logweight","3","Chain 23",NA
"ra","4","Chain 23",NA
"asthma_aux","4","Chain 23",NA
"age1","4","Chain 23",NA
"age2","4","Chain 23",NA
"age3","4","Chain 23",NA
"sex","4","Chain 23",NA
"race","4","Chain 23",NA
"education","4","Chain 23",5
"pir","4","Chain 23",4.79599614808474
"smoke","4","Chain 23",1.84905660377358
"cycle","4","Chain 23",NA
"stratum","4","Chain 23",NA
"psu","4","Chain 23",NA
"logweight","4","Chain 23",NA
"ra","5","Chain 23",NA
"asthma_aux","5","Chain 23",NA
"age1","5","Chain 23",NA
"age2","5","Chain 23",NA
"age3","5","Chain 23",NA
"sex","5","Chain 23",NA
"race","5","Chain 23",NA
"education","5","Chain 23",5
"pir","5","Chain 23",4.79370853841215
"smoke","5","Chain 23",1.83018867924528
"cycle","5","Chain 23",NA
"stratum","5","Chain 23",NA
"psu","5","Chain 23",NA
"logweight","5","Chain 23",NA
"ra","6","Chain 23",NA
"asthma_aux","6","Chain 23",NA
"age1","6","Chain 23",NA
"age2","6","Chain 23",NA
"age3","6","Chain 23",NA
"sex","6","Chain 23",NA
"race","6","Chain 23",NA
"education","6","Chain 23",5
"pir","6","Chain 23",0.772298309437202
"smoke","6","Chain 23",1
"cycle","6","Chain 23",NA
"stratum","6","Chain 23",NA
"psu","6","Chain 23",NA
"logweight","6","Chain 23",NA
"ra","7","Chain 23",NA
"asthma_aux","7","Chain 23",NA
"age1","7","Chain 23",NA
"age2","7","Chain 23",NA
"age3","7","Chain 23",NA
"sex","7","Chain 23",NA
"race","7","Chain 23",NA
"education","7","Chain 23",5
"pir","7","Chain 23",4.7907126043227
"smoke","7","Chain 23",1
"cycle","7","Chain 23",NA
"stratum","7","Chain 23",NA
"psu","7","Chain 23",NA
"logweight","7","Chain 23",NA
"ra","8","Chain 23",NA
"asthma_aux","8","Chain 23",NA
"age1","8","Chain 23",NA
"age2","8","Chain 23",NA
"age3","8","Chain 23",NA
"sex","8","Chain 23",NA
"race","8","Chain 23",NA
"education","8","Chain 23",1.86046511627907
"pir","8","Chain 23",0.784245666595344
"smoke","8","Chain 23",1
"cycle","8","Chain 23",NA
"stratum","8","Chain 23",NA
"psu","8","Chain 23",NA
"logweight","8","Chain 23",NA
"ra","9","Chain 23",NA
"asthma_aux","9","Chain 23",NA
"age1","9","Chain 23",NA
"age2","9","Chain 23",NA
"age3","9","Chain 23",NA
"sex","9","Chain 23",NA
"race","9","Chain 23",NA
"education","9","Chain 23",1
"pir","9","Chain 23",4.79781510806762
"smoke","9","Chain 23",1.84905660377358
"cycle","9","Chain 23",NA
"stratum","9","Chain 23",NA
"psu","9","Chain 23",NA
"logweight","9","Chain 23",NA
"ra","10","Chain 23",NA
"asthma_aux","10","Chain 23",NA
"age1","10","Chain 23",NA
"age2","10","Chain 23",NA
"age3","10","Chain 23",NA
"sex","10","Chain 23",NA
"race","10","Chain 23",NA
"education","10","Chain 23",1.93023255813953
"pir","10","Chain 23",4.81061416648834
"smoke","10","Chain 23",1.88679245283019
"cycle","10","Chain 23",NA
"stratum","10","Chain 23",NA
"psu","10","Chain 23",NA
"logweight","10","Chain 23",NA
"ra","1","Chain 24",NA
"asthma_aux","1","Chain 24",NA
"age1","1","Chain 24",NA
"age2","1","Chain 24",NA
"age3","1","Chain 24",NA
"sex","1","Chain 24",NA
"race","1","Chain 24",NA
"education","1","Chain 24",5
"pir","1","Chain 24",0.773663599400824
"smoke","1","Chain 24",1.9811320754717
"cycle","1","Chain 24",NA
"stratum","1","Chain 24",NA
"psu","1","Chain 24",NA
"logweight","1","Chain 24",NA
"ra","2","Chain 24",NA
"asthma_aux","2","Chain 24",NA
"age1","2","Chain 24",NA
"age2","2","Chain 24",NA
"age3","2","Chain 24",NA
"sex","2","Chain 24",NA
"race","2","Chain 24",NA
"education","2","Chain 24",1.36046511627907
"pir","2","Chain 24",4.79661887438476
"smoke","2","Chain 24",1
"cycle","2","Chain 24",NA
"stratum","2","Chain 24",NA
"psu","2","Chain 24",NA
"logweight","2","Chain 24",NA
"ra","3","Chain 24",NA
"asthma_aux","3","Chain 24",NA
"age1","3","Chain 24",NA
"age2","3","Chain 24",NA
"age3","3","Chain 24",NA
"sex","3","Chain 24",NA
"race","3","Chain 24",NA
"education","3","Chain 24",5
"pir","3","Chain 24",4.79349454312005
"smoke","3","Chain 24",1.75471698113208
"cycle","3","Chain 24",NA
"stratum","3","Chain 24",NA
"psu","3","Chain 24",NA
"logweight","3","Chain 24",NA
"ra","4","Chain 24",NA
"asthma_aux","4","Chain 24",NA
"age1","4","Chain 24",NA
"age2","4","Chain 24",NA
"age3","4","Chain 24",NA
"sex","4","Chain 24",NA
"race","4","Chain 24",NA
"education","4","Chain 24",2.01162790697674
"pir","4","Chain 24",0.76244596618875
"smoke","4","Chain 24",1.0377358490566
"cycle","4","Chain 24",NA
"stratum","4","Chain 24",NA
"psu","4","Chain 24",NA
"logweight","4","Chain 24",NA
"ra","5","Chain 24",NA
"asthma_aux","5","Chain 24",NA
"age1","5","Chain 24",NA
"age2","5","Chain 24",NA
"age3","5","Chain 24",NA
"sex","5","Chain 24",NA
"race","5","Chain 24",NA
"education","5","Chain 24",1.17441860465116
"pir","5","Chain 24",0.7689514230687
"smoke","5","Chain 24",1.9622641509434
"cycle","5","Chain 24",NA
"stratum","5","Chain 24",NA
"psu","5","Chain 24",NA
"logweight","5","Chain 24",NA
"ra","6","Chain 24",NA
"asthma_aux","6","Chain 24",NA
"age1","6","Chain 24",NA
"age2","6","Chain 24",NA
"age3","6","Chain 24",NA
"sex","6","Chain 24",NA
"race","6","Chain 24",NA
"education","6","Chain 24",4.03488372093023
"pir","6","Chain 24",4.79905842071474
"smoke","6","Chain 24",1
"cycle","6","Chain 24",NA
"stratum","6","Chain 24",NA
"psu","6","Chain 24",NA
"logweight","6","Chain 24",NA
"ra","7","Chain 24",NA
"asthma_aux","7","Chain 24",NA
"age1","7","Chain 24",NA
"age2","7","Chain 24",NA
"age3","7","Chain 24",NA
"sex","7","Chain 24",NA
"race","7","Chain 24",NA
"education","7","Chain 24",4.97674418604651
"pir","7","Chain 24",4.80012839717526
"smoke","7","Chain 24",1.66037735849057
"cycle","7","Chain 24",NA
"stratum","7","Chain 24",NA
"psu","7","Chain 24",NA
"logweight","7","Chain 24",NA
"ra","8","Chain 24",NA
"asthma_aux","8","Chain 24",NA
"age1","8","Chain 24",NA
"age2","8","Chain 24",NA
"age3","8","Chain 24",NA
"sex","8","Chain 24",NA
"race","8","Chain 24",NA
"education","8","Chain 24",1.86046511627907
"pir","8","Chain 24",0.767423496683081
"smoke","8","Chain 24",1
"cycle","8","Chain 24",NA
"stratum","8","Chain 24",NA
"psu","8","Chain 24",NA
"logweight","8","Chain 24",NA
"ra","9","Chain 24",NA
"asthma_aux","9","Chain 24",NA
"age1","9","Chain 24",NA
"age2","9","Chain 24",NA
"age3","9","Chain 24",NA
"sex","9","Chain 24",NA
"race","9","Chain 24",NA
"education","9","Chain 24",5
"pir","9","Chain 24",0.770928739567738
"smoke","9","Chain 24",1
"cycle","9","Chain 24",NA
"stratum","9","Chain 24",NA
"psu","9","Chain 24",NA
"logweight","9","Chain 24",NA
"ra","10","Chain 24",NA
"asthma_aux","10","Chain 24",NA
"age1","10","Chain 24",NA
"age2","10","Chain 24",NA
"age3","10","Chain 24",NA
"sex","10","Chain 24",NA
"race","10","Chain 24",NA
"education","10","Chain 24",4.8953488372093
"pir","10","Chain 24",4.81296811470148
"smoke","10","Chain 24",1
"cycle","10","Chain 24",NA
"stratum","10","Chain 24",NA
"psu","10","Chain 24",NA
"logweight","10","Chain 24",NA
"ra","1","Chain 25",NA
"asthma_aux","1","Chain 25",NA
"age1","1","Chain 25",NA
"age2","1","Chain 25",NA
"age3","1","Chain 25",NA
"sex","1","Chain 25",NA
"race","1","Chain 25",NA
"education","1","Chain 25",5
"pir","1","Chain 25",4.79991440188316
"smoke","1","Chain 25",1.94339622641509
"cycle","1","Chain 25",NA
"stratum","1","Chain 25",NA
"psu","1","Chain 25",NA
"logweight","1","Chain 25",NA
"ra","2","Chain 25",NA
"asthma_aux","2","Chain 25",NA
"age1","2","Chain 25",NA
"age2","2","Chain 25",NA
"age3","2","Chain 25",NA
"sex","2","Chain 25",NA
"race","2","Chain 25",NA
"education","2","Chain 25",1.86046511627907
"pir","2","Chain 25",0.765557457735937
"smoke","2","Chain 25",1.94339622641509
"cycle","2","Chain 25",NA
"stratum","2","Chain 25",NA
"psu","2","Chain 25",NA
"logweight","2","Chain 25",NA
"ra","3","Chain 25",NA
"asthma_aux","3","Chain 25",NA
"age1","3","Chain 25",NA
"age2","3","Chain 25",NA
"age3","3","Chain 25",NA
"sex","3","Chain 25",NA
"race","3","Chain 25",NA
"education","3","Chain 25",5
"pir","3","Chain 25",4.79734645837792
"smoke","3","Chain 25",1
"cycle","3","Chain 25",NA
"stratum","3","Chain 25",NA
"psu","3","Chain 25",NA
"logweight","3","Chain 25",NA
"ra","4","Chain 25",NA
"asthma_aux","4","Chain 25",NA
"age1","4","Chain 25",NA
"age2","4","Chain 25",NA
"age3","4","Chain 25",NA
"sex","4","Chain 25",NA
"race","4","Chain 25",NA
"education","4","Chain 25",5
"pir","4","Chain 25",4.42861545046009
"smoke","4","Chain 25",1.67924528301887
"cycle","4","Chain 25",NA
"stratum","4","Chain 25",NA
"psu","4","Chain 25",NA
"logweight","4","Chain 25",NA
"ra","5","Chain 25",NA
"asthma_aux","5","Chain 25",NA
"age1","5","Chain 25",NA
"age2","5","Chain 25",NA
"age3","5","Chain 25",NA
"sex","5","Chain 25",NA
"race","5","Chain 25",NA
"education","5","Chain 25",5
"pir","5","Chain 25",4.78771667023326
"smoke","5","Chain 25",1
"cycle","5","Chain 25",NA
"stratum","5","Chain 25",NA
"psu","5","Chain 25",NA
"logweight","5","Chain 25",NA
"ra","6","Chain 25",NA
"asthma_aux","6","Chain 25",NA
"age1","6","Chain 25",NA
"age2","6","Chain 25",NA
"age3","6","Chain 25",NA
"sex","6","Chain 25",NA
"race","6","Chain 25",NA
"education","6","Chain 25",5
"pir","6","Chain 25",4.09618446394178
"smoke","6","Chain 25",1.77358490566038
"cycle","6","Chain 25",NA
"stratum","6","Chain 25",NA
"psu","6","Chain 25",NA
"logweight","6","Chain 25",NA
"ra","7","Chain 25",NA
"asthma_aux","7","Chain 25",NA
"age1","7","Chain 25",NA
"age2","7","Chain 25",NA
"age3","7","Chain 25",NA
"sex","7","Chain 25",NA
"race","7","Chain 25",NA
"education","7","Chain 25",4.55813953488372
"pir","7","Chain 25",0.77549967900707
"smoke","7","Chain 25",1
"cycle","7","Chain 25",NA
"stratum","7","Chain 25",NA
"psu","7","Chain 25",NA
"logweight","7","Chain 25",NA
"ra","8","Chain 25",NA
"asthma_aux","8","Chain 25",NA
"age1","8","Chain 25",NA
"age2","8","Chain 25",NA
"age3","8","Chain 25",NA
"sex","8","Chain 25",NA
"race","8","Chain 25",NA
"education","8","Chain 25",5
"pir","8","Chain 25",0.774260646265795
"smoke","8","Chain 25",1
"cycle","8","Chain 25",NA
"stratum","8","Chain 25",NA
